!tags;Name;Level;School;Element;Casting time;Concentration;Ritual;Duration;Components;Classes;!href
no conc,no concentration,no ritual,Druid*,Wizard*;Summon Minor Elementals;4;Conjuration (Summoning);Aether;1 minute;;;1 hour;V, S, M (opal dust worth at least 25 gp, which the spell consumes, or a whole opal gemstone);Druid, Wizard;#!spells/Level4/Summon Minor Elementals.md
no conc,no concentration,no ritual,Druid*,Ranger*;Summon Woodland Beings;4;Conjuration (Summoning);Light;1 action;;;1 hour;V, S, F, M (diaspore dust, which the spell consumes, or a whole diaspore gemstone);Druid, Ranger;#!spells/Level4/Summon Woodland Beings.md
no ritual,Druid*,Wizard*;Wall of Fire;4;Evocation;Fire;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Cleric (Forge), Druid, Warlock (Aeonian Flame), Warlock (Fiend), Wizard;#!spells/Level4/Wall of Fire.md
no ritual,Druid*,Wizard*;Watery Sphere;4;Conjuration (Creation);Water;1 action;Concentration;;Concentration, up to 1 minute;V, S, M (an aquamarine worth at least 100 gp);Druid, Wizard;#!spells/Level4/Watery Sphere.md
no ritual,Druid*;Antilife Shell;5;Abjuration;Death;1 action;Concentration;;Concentration, up to 1 hour;V, S;Cleric (Death), Cleric (Protection), Cleric (Grave), Druid, Warlock (Undying);#!spells/Level5/Antilife Shell.md
no conc,no concentration,no ritual,Bard*,Druid*;Awaken;5;Transmutation;Light;8 hours;;;Instantaneous;V, S, M (a mystic quartz worth at least 1,000 gp, which the spell consumes);Bard, Druid;#!spells/Level5/Awaken.md
no ritual,Wizard*;Cloudkill;5;Conjuration (Creation);Death;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Cleric (Death), Druid (Subterranean), Warlock (Undying), Wizard;#!spells/Level5/Cloudkill.md
no conc,no concentration,Druid*,Ranger*;Commune with Nature;5;Divination;Aether;1 minute;;Ritual;Instantaneous;V, S;Druid, Paladin (Ancients), Ranger;#!spells/Level5/Commune with Nature.md
no conc,no concentration,no ritual,Cleric*,Druid*,Warlock*;Contagion;5;Necromancy (Black);Death;1 action;;;7 days;V, S;Cleric, Druid, Paladin (Oathbreaker), Warlock;#!spells/Level5/Contagion.md
no ritual,Druid*,Wizard*;Control Winds;5;Transmutation;Air;1 action;Concentration;;Concentration, up to 1 hour;V, S;Druid, Wizard;#!spells/Level5/Control Winds.md
no ritual,Druid*,Wizard*;Creation;5;Illusion (Shadow);Darkness;1 minute;Concentration;;Concentration, up to 1 hour;V, S;Cleric (Forge), Druid, Wizard;#!spells/Level5/Creation.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*;Dream;5;Illusion (Phantasm);Aether;1 minute;;;8 hours;V, S, F;Bard, Druid (Grassland), Warlock, Wizard;#!spells/Level5/Dream.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*,Paladin*,Wizard*;Geas;5;Enchantment (Compulsion);Darkness;1 minute;;;28 days;V;Bard, Cleric, Druid, Paladin, Warlock (Great Old One), Wizard;#!spells/Level5/Geas.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*;Greater Restoration;5;Abjuration;Light;1 action;;;Instantaneous;V, S, M (diamond dust worth 100 gp, which the spell consumes);Bard, Cleric, Cleric (Preservation), Druid, Warlock (Aeonian Flame);#!spells/Level5/Greater Restoration.md
no ritual,Cleric*,Druid*,Paladin*;Insect Plague;5;Conjuration (Summoning);Darkness;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Cleric, Cleric (Nature), Cleric (Tempest), Druid, Paladin, Sorcerer (Darkness Elemental), Warlock (Fiend);#!spells/Level5/Insect Plague.md
no ritual,Druid*;Maelstrom;5;Evocation;Water;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Druid, Sorcerer (Roaring Rampage), Sorcerer (Water Elemental);#!spells/Level5/Maelstrom.md
no conc,no concentration,no ritual,Wizard*;Passwall;5;Transmutation;Earth;1 action;;;1 hour;V, S, M (a pinch of sesame seeds);Druid (Mountain), Paladin (Treachery), Warlock (Seeker), Wizard;#!spells/Level5/Passwall.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*,Wizard*;Planar Binding;5;Abjuration;Aether;1 hour;;;24 hours;V, S, F, M (a gemstone worth at least 1,000 gp, which the spell consumes);Bard, Cleric, Cleric (Arcana), Druid, Wizard;#!spells/Level5/Planar Binding.md
no conc,no concentration,no ritual,Druid*;Reincarnate;5;Necromancy (White);Light;1 hour;;;Instantaneous;V, S, M (a diamond and a diaspore, each worth at least 500 gp, both of which the spell consumes);Druid;#!spells/Level5/Reincarnate.md
no ritual,Bard*,Cleric*,Druid*,Warlock*,Wizard*;Scrying;5;Divination (Scrying);Darkness;10 minutes;Concentration;;Concentration, up to 10 minutes;V, S, M (either a focus worth at least 10,000 gp, such as a crystal ball,  a silver mirror, or a font filled with holy water, or a cosmic opal worth at least 1,000 gp);Bard, Cleric, Cleric (Knowledge), Druid, Paladin (Vengeance), Warlock, Wizard;#!spells/Level5/Scrying.md
no conc,no concentration,no ritual,Druid*,Wizard*;Summon Elemental;5;Conjuration (Summoning);Aether;1 action/1 minute;;;Up to 1 minute/8 hours;V, S, M (either an opal, or consumed gem dust worth 25 gp);Druid, Wizard;#!spells/Level5/Summon Elemental.md
no conc,no concentration,no ritual,Druid*,Wizard*;Transmute Rock;5;Transmutation;Earth;1 action;;;Until dispelled;V, S, F;Druid, Wizard;#!spells/Level5/Transmute Rock.md
no ritual,Druid*,Ranger*;Tree Stride;5;Conjuration (Teleportation);Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S;Cleric (Nature), Druid, Paladin (Ancients), Ranger;#!spells/Level5/Tree Stride.md
no ritual,Druid*,Wizard*;Wall of Stone;5;Evocation;Earth;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Druid, Wizard;#!spells/Level5/Wall of Stone.md
no ritual,Druid*,Ranger*;Wrath of Nature;5;Conjuration (Calling);Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S;Druid, Ranger, Warlock (Archfey);#!spells/Level5/Wrath of Nature.md
no conc,no concentration,no ritual,Druid*;Bones of the Earth;6;Conjuration (Creation);Earth;1 action;;;Instantaneous;V, S;Druid, Sorcerer (Earth Elemental);#!spells/Level6/Bones of the Earth.md
no conc,no concentration,no ritual,Druid*;Druid Grove;6;Abjuration;Light;10 minutes;;;24 hours;V, S, M (diaspore dust and moonstone dust, both of which the spell consumes);Druid;#!spells/Level6/Druid Grove.md
no ritual,Bard*,Cleric*,Druid*;Find the Path;6;Divination;Aether;1 minute;Concentration;;Concentration, up to 1 day;V, S, M (a map, compasses worth at least 100 gp and an object from the location you wish to find);Bard, Cleric, Druid;#!spells/Level6/Find the Path.md
no conc,no concentration,no ritual,Cleric*,Druid*;Heal;6;Necromancy (White);Light;1 action;;;Instantaneous;V, S;Cleric, Druid;#!spells/Level6/Heal.md
no conc,no concentration,no ritual,Cleric*,Druid*;Heroes' Feast;6;Conjuration (Creation);Light;10 minutes;;;Instantaneous;V, S, M (a gem-encrusted bowl worth at least 1,000 gp, which the spell consumes);Cleric, Druid;#!spells/Level6/Heroes Feast.md
no ritual,Druid*,Warlock*,Wizard*;Investiture of Flame;6;Transmutation;Fire;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Flame.md
no ritual,Druid*,Warlock*,Wizard*;Investiture of Ice;6;Transmutation;Water;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Ice.md
no ritual,Druid*,Warlock*,Wizard*;Investiture of Stone;6;Transmutation;Earth;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Stone.md
no ritual,Druid*,Warlock*,Wizard*;Investiture of Wind;6;Transmutation;Air;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Wind.md
no ritual,Druid*,Wizard*;Move Earth;6;Transmutation;Earth;1 action;Concentration;;Concentration, up to 2 hours;V, S, F;Druid, Wizard;#!spells/Level6/Move Earth.md
no ritual,Druid*;Primordial Ward;6;Abjuration;Water;1 action;Concentration;;Concentration, up to 1 minute;V, S;Druid;#!spells/Level6/Primordial Ward.md
no ritual,Druid*,Warlock*;Summon Fey;6;Conjuration (Summoning);Light;1 minute;Concentration;;1 hour;V, S, M (diaspore dust, which the spell consumes, or a whole diaspore gemstone);Druid, Warlock;#!spells/Level6/Summon Fey.md
no ritual,Druid*, Wizard*;Sunbeam;6;Evocation;Light;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Druid,  Wizard;#!spells/Level6/Sunbeam.md
no conc,no concentration,no ritual,Druid*;Transport via Plants;6;Conjuration (Teleportation);Earth;1 action;;;1 round;V, S;Druid;#!spells/Level6/Transport via Plants.md
no ritual,Druid*;Wall of Thorns;6;Conjuration (Creation);Earth;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Druid;#!spells/Level6/Wall of Thorns.md
no conc,no concentration,no ritual,Druid*;Wind Walk;6;Transmutation;Air;1 minute;;;8 hours;V, S, F;Druid;#!spells/Level6/Wind Walk.md
