!tags;Name;Level;School;Element;Casting time;Concentration;Ritual;Duration;Components;Classes;!href
no ritual,Bard*,Cleric*,Druid*,Paladin*,Ranger*,Wizard*;Locate Creature;4;Divination;Water;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Bard, Cleric, Druid, Druid (Swamp), Paladin, Ranger, Wizard, Cleric (City), Warlock (Raven Queen), Warlock (Seeker);#!spells/Level4/Locate Creature.md
no ritual,Warlock*,Wizard*;Sickening Radiance;4;Evocation;Death;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Warlock, Wizard;#!spells/Level4/Sickening Radiance.md
no conc,no concentration,no ritual,Paladin*;Staggering Smite;4;Evocation;Darkness;1 bonus action;;;1 round;V;Paladin, Warlock (Hexblade);#!spells/Level4/Staggering Smite.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Summon Greater Demons;4;Conjuration (Summoning);Demonology;1 action;;;1 hour;V, S, M (a drop of your blood or garnet dust worth at least 100 gp, which the spell consumes, or a doomstone worth at least 500 gp);Warlock, Wizard;#!spells/Level4/Summon Greater Demons.md
no ritual,Warlock*,Wizard*;Synchronicity;4;Divination;Aether;1 action;Concentration;;Concentration, up to 1 hour;V, S;Warlock, Wizard, Cleric (City), Warlock (Ghost in the Machine);#!spells/Level4/Synchronicity.md
no ritual,Warlock*,Wizard*;System Backdoor;4;Transmutation;Aether;1 minute;Concentration;;Concentration, up to 10 minutes;V, S, M (a computer-like device);Warlock, Wizard, Warlock (Ghost in the Machine);#!spells/Level4/System Backdoor.md
no ritual,Druid*,Wizard*;Wall of Fire;4;Evocation;Fire;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Cleric (Light), Druid, Warlock (Fiend), Wizard, Cleric (Forge), Warlock (Eternal Flame);#!spells/Level4/Wall of Fire.md
no conc,no concentration,Warlock*,Wizard*;Commune with City;5;Divination;Aether;1 minute;;Ritual;Instantaneous;V, S;Warlock, Wizard, Cleric (City);#!spells/Level5/Commune with City.md
no conc,no concentration,Warlock*,Wizard*;Contact Other Plane;5;Divination;Aether;1 minute;;Ritual;1 minute;V;Warlock, Wizard;#!spells/Level5/Contact Other Plane.md
no conc,no concentration,no ritual,Cleric*,Druid*,Warlock*;Contagion;5;Necromancy (Black);Death;1 action;;;7 days;V, S;Cleric, Druid, Paladin (Oathbreaker), Warlock;#!spells/Level5/Contagion.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Danse Macabre;5;Necromancy (Black);Death;1 action;;;1 hour;V, S;Warlock, Wizard;#!spells/Level5/Danse Macabre.md
no conc,no concentration,no ritual,Paladin*;Destructive Wave;5;Evocation;Earth;1 action;;;Instantaneous;V, S;Cleric (Tempest), Cleric (Strength), Cleric (Zeal), Warlock (The Sentient Sword), Paladin;#!spells/Level5/Destructive Wave.md
no conc,no concentration,no ritual,Bard*,Wizard*;Dominate Person;5;Enchantment (Compulsion);Darkness;1 action;;;1 minute;V, S;Bard, Cleric (Ambition), Cleric (Trickery), Warlock (Great Old One), Paladin (Conquest), Paladin (Oathbreaker), Paladin (Treachery), Wizard;#!spells/Level5/Dominate Person.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*;Dream;5;Illusion (Phantasm);Aether;1 minute;;;8 hours;V, S, F;Bard, Druid (Grassland), Warlock, Wizard;#!spells/Level5/Dream.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Enervation;5;Necromancy (Black);Death;1 action;Optional;;Instantaneous / Concentration, up to 1 minute;V, S;Warlock, Wizard;#!spells/Level5/Enervation.md
no ritual,Warlock*,Wizard*;Far Step;5;Conjuration (Teleportation);Aether;1 action;Concentration;;Concentration, up to 1 minute;V;Warlock, Wizard;#!spells/Level5/Far Step.md
no conc,no concentration,no ritual,Cleric*,Warlock*;Flame Strike;5;Evocation;Fire;1 action;;;Instantaneous;V, S, M (pinch of sulfur);Cleric, Warlock, Paladin (Devotion);#!spells/Level5/Flame Strike.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*;Greater Restoration;5;Abjuration;Light;1 action;;;Instantaneous;V, S, M (diamond dust worth 100 gp, which the spell consumes);Bard, Cleric, Druid, Warlock (The Eternal Flame);#!spells/Level5/Greater Restoration.md
no conc,no concentration,no ritual,Cleric*;Hallow;5;Abjuration;Depends on the effect;24 hours;;;Until dispelled;V, S, M (herbs, oils, and incense worth at least 1,000 gp, which the spell consumes);Cleric, Warlock (Fiend);#!spells/Level5/Hallow.md
no ritual,Bard*,Warlock*,Wizard*;Hold Monster;5;Enchantment (Compulsion);Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Bard, Cleric (War), Paladin (Vengeance), Warlock, Wizard;#!spells/Level5/Hold Monster.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Infernal Calling;5;Conjuration (Calling);Aether/Demonology;1 minute;;;Instantaneous/Infinite;V, S, M (a garnet or a doomstone worth at least 999 gp);Warlock, Wizard;#!spells/Level5/Infernal Calling.md
no conc,no concentration,no ritual,Bard*,Cleric*,Warlock*,Wizard*;Legend Lore;5;Divination;Aether;10 minutes;;;Instantaneous;V, S, M (incense worth at least 500 gp and four gems, all of which the spell consumes);Bard, Cleric, Warlock, Wizard;#!spells/Level5/Legend Lore.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Mass Cure Wounds;5;Necromancy (White);Light;1 action;;;Instantaneous;V, S;Warlock, Wizard;#!spells/Level5/Mass Cure Wounds.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Negative Energy Flood;5;Necromancy (Black);Death;1 action;;;Instantaneous;V, F;Warlock, Wizard;#!spells/Level5/Negative Energy Flood.md
no conc,no concentration,no ritual,Wizard*;Passwall;5;Transmutation;Earth;1 action;;;1 hour;V, S, M (a pinch of sesame seeds);Druid (Mountain), Paladin (Treachery), Wizard, Warlock (Seeker);#!spells/Level5/Passwall.md
no ritual,Bard*,Cleric*,Druid*,Warlock*,Wizard*;Scrying;5;Divination (Scrying);Darkness;10 minutes;Concentration;;Concentration, up to 10 minutes;V, S, M (either a focus worth at least 10,000 gp, such as a crystal ball,  a silver mirror, or a font filled with holy water, or a cosmic opal worth at least 1,000 gp);Bard, Cleric, Druid, Paladin (Vengeance), Warlock, Wizard;#!spells/Level5/Scrying.md
no conc,no concentration,no ritual,Bard*,Wizard*;Seeming;5;Illusion (Glamer);Light;1 action;;;8 hours;V, S;Bard, Warlock (Archfey), Wizard;#!spells/Level5/Seeming.md
no ritual,Warlock*,Wizard*;Shutdown;5;Transmutation;Aether;1 action;Concentration;;Concentration, up to 1 minute;V, S;Cleric (City), Warlock, Wizard;#!spells/Level5/Shutdown.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Summon Horror;5;Conjuration (Summoning);Death/Demonology;1 action;;;1 hour;V, S, M (a garnet or a doomstone worth at least 100 gp, which the spell consumes);Warlock, Wizard;#!spells/Level5/Summon Horror.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Synaptic Static;5;Enchantment (Compulsion);Darkness;1 action;;;Instantaneous;V, S;Warlock, Wizard;#!spells/Level5/Synaptic Static.md
no ritual,Wizard*;Telekinesis;5;Evocation;Earth;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Warlock (Great Old One), Wizard;#!spells/Level5/Telekinesis.md
no ritual,Warlock*,Wizard*;Wall of Light;5;Evocation;Light;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Warlock, Wizard;#!spells/Level5/Wall of Light.md
no ritual,Warlock*,Wizard*;Arcane Gate;6;Conjuration (Teleportation);Aether;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Warlock, Wizard;#!spells/Level6/Arcane Gate.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Circle of Death;6;Necromancy (Black);Death;1 action;;;Instantaneous;V, S, M (an onyx worth at least 500 gp);Warlock, Wizard;#!spells/Level6/Circle of Death.md
no conc,no concentration,no ritual,Cleric*,Warlock*,Wizard*;Create Undead;6;Necromancy (Black);Death;1 minute;;;Instantaneous;V, S, M (an onyx worth at least 150 gp for each corpse);Cleric, Warlock, Wizard;#!spells/Level6/Create Undead.md
no ritual,Bard*,Warlock*,Wizard*;Eyebite;6;Enchantment (Compulsion);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S;Bard, Warlock, Wizard;#!spells/Level6/Eyebite.md
no ritual,Warlock*,Wizard*;Flesh to Stone;6;Transmutation;Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Warlock, Wizard;#!spells/Level6/Flesh to Stone.md
no ritual,Druid*,Warlock*,Wizard*;Investiture of Flame;6;Transmutation;Fire;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Flame.md
no ritual,Druid*,Warlock*,Wizard*;Investiture of Ice;6;Transmutation;Water;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Ice.md
no ritual,Druid*,Warlock*,Wizard*;Investiture of Stone;6;Transmutation;Earth;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Stone.md
no ritual,Druid*,Warlock*,Wizard*;Investiture of Wind;6;Transmutation;Air;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Druid, Warlock, Wizard;#!spells/Level6/Investiture of Wind.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Magic Jar;6;Necromancy (Black);Death;1 minute;;;Until dispelled;V, S, M (an onyx, reliquary, or some other ornamental container worth at least 500 gp);Warlock, Wizard;#!spells/Level6/Magic Jar.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*;Mass Suggestion;6;Enchantment (Compulsion);Darkness;1 action;;;24 hours;V, F;Bard, Warlock, Wizard;#!spells/Level6/Mass Suggestion.md
no ritual,Warlock*,Wizard*;Mental Prison;6;Illusion (Phantasm);Darkness;1 action;Concentration;;Concentration, up to 1 minute;S, M (an aventurine worth at least 1,000 gp);Warlock, Wizard;#!spells/Level6/Mental Prison.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Scatter;6;Conjuration (Teleportation);Aether;1 action;;;Instantaneous;V;Warlock, Wizard;#!spells/Level6/Scatter.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Soul Cage;6;Necromancy (Black);Death;1 reaction, which you take when a humanoid you can see within 60 feet of you dies;;;8 hours;V, S, M (a tiny black ore cage worth 100 gp);Warlock, Wizard;#!spells/Level6/Soul Cage.md
no ritual,Druid*,Warlock*;Summon Fey;6;Conjuration (Summoning);Light;1 minute;Concentration;;1 hour;V, S, M (diaspore dust, which the spell consumes, or a whole diaspore gemstone);Druid, Warlock;#!spells/Level6/Summon Fey.md
no conc,no concentration,no ritual,Bard*,Cleric*,Warlock*,Wizard*;True Seeing;6;Divination;Aether;1 action;;;1 hour;V, S, M (an ointment for the eyes that contains mystic quartz dust worth at least 25 gp and is consumed by the spell);Bard, Cleric, Warlock, Wizard;#!spells/Level6/True Seeing.md
