!tags;Name;Level;School;Element;Casting time;Concentration;Ritual;Duration;Components;Classes;!href
no conc,no concentration,no ritual,Wizard*;Blazing Burst;2;Evocation;Fire;1 action;;;Instantaneous;V, S, F;Wizard;#!spells/Level2/Blazing Burst.md
no conc,no concentration,no ritual,Bard*,Cleric*,Wizard*;Blindness/Deafness;2;Necromancy (Black);Death;1 action;;;1 minute;V;Bard, Cleric, Cleric (Death), Warlock (Fiend), Warlock (Undying), Wizard;#!spells/Level2/Blindness-Deafness.md
no ritual,Wizard*;Blur;2;Illusion (Glamer);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S;Druid (Desert), Wizard;#!spells/Level2/Blur.md
no conc,no concentration,no ritual,Paladin*;Branding Smite;2;Evocation;Light;1 bonus action;Optional;;1 round / Concentration, up to 1 minute;V;Paladin;#!spells/Level2/Branding Smite.md
no ritual,Bard*,Cleric*;Calm Emotions;2;Enchantment (Compulsion);Water;1 action;Concentration;;Concentration, up to 1 minute;V, S;Bard, Cleric, Warlock (Archfey);#!spells/Level2/Calm Emotions.md
no ritual,Bard*,Warlock*,Wizard*;Cloud of Daggers;2;Illusion (Shadow);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Bard, Warlock, Wizard;#!spells/Level2/Cloud of Daggers.md
no conc,no concentration,no ritual,Wizard*;Cold Nova;2;Evocation;Water;1 action;;;Instantaneous;V, S, F;Wizard;#!spells/Level2/Cold Nova.md
no conc,no concentration,no ritual,Cleric*,Wizard*;Continual Flame;2;Evocation;Fire;1 action;;;Until dispelled;V, S, M (ruby dust worth 50 gp, which the spell consumes);Cleric, Wizard;#!spells/Level2/Continual Flame.md
no conc,no concentration,no ritual,Ranger*;Cordon of Arrows;2;Transmutation;Air;1 action;;;8 hours;V, S, M (four or more arrows or bolts, which the spell consumes);Ranger;#!spells/Level2/Cordon of Arrows.md
no ritual,Bard*,Warlock*,Wizard*;Crown of Madness;2;Enchantment (Compulsion);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S;Bard, Paladin (Oathbreaker), Warlock, Wizard;#!spells/Level2/Crown of Madness.md
no ritual,Warlock*,Wizard*;Darkness;2;Evocation;Darkness;1 action;Concentration;;Concentration, up to 10 minutes;V, F;Warlock, Wizard, Druid (Swamp), Paladin (Oathbreaker);#!spells/Level2/Darkness.md
no conc,no concentration,no ritual,Druid*,Ranger*,Wizard*;Darkvision;2;Transmutation;Light;1 action;;;8 hours;V, S, F;Druid, Ranger, Wizard;#!spells/Level2/Darkvision.md
no conc,no concentration,no ritual,Wizard*;Deceptive Aura;2;Illusion (Glamer);Darkness;1 action;;;24 hours;V, S, M (a handful of apatite dust, which the spell consumes, and a small square of silk);Cleric (Arcana), Wizard;#!spells/Level2/Deceptive Aura.md
no ritual,Bard*,Wizard*;Detect Thoughts;2;Divination;Aether;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Bard, Warlock (Great Old One), Wizard;#!spells/Level2/Detect Thoughts.md
no ritual,Warlock*,Wizard*;Digital Phantom;2;Abjuration;Aether;1 action;Concentration;;Concentration, up to 1 minute;V, S, F (an opal worth at least 50 gp);Warlock, Wizard, Warlock (Ghost in the Machine);#!spells/Level2/Digital Phantom.md
no conc,no concentration,no ritual,Wizard*;Dragon's Breath;2;Transmutation;Aether;1 bonus action;Optional;;1 round / Concentration, up to 1 minute;V, S, F;Wizard;#!spells/Level2/Dragons Breath.md
no ritual,Druid*,Wizard*;Dust Devil;2;Conjuration (Creation);Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, M (a handful of dust/sand/powder, which the spell consumes);Druid, Wizard;#!spells/Level2/Dust Devil.md
no ritual,Druid*,Warlock*,Wizard*;Earthbind;2;Evocation;Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S;Druid, Warlock, Wizard;#!spells/Level2/Earthbind.md
no ritual,Druid*,Wizard*;Earthen Grasp;2;Conjuration (Creation);Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Druid, Wizard;#!spells/Level2/Earthen Grasp.md
no ritual,Bard*,Cleric*,Druid*;Enhance Ability;2;Transmutation;Light;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Bard, Cleric, Druid, Cleric (Strength);#!spells/Level2/Enhance Ability.md
no ritual,Wizard*;Enlarge/Reduce;2;Transmutation;Aether;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Wizard;#!spells/Level2/Enlarge-Reduce.md
no ritual,Bard*,Warlock*;Enthrall;2;Enchantment;Darkness;1 action;Concentration;;Concentration, 1 minute;V, S;Bard, Warlock;#!spells/Level2/Enthrall.md
no conc,no concentration,no ritual,Paladin*;Find Steed;2;Conjuration (Calling);Aether;10 minutes;;;Instantaneous;V, S, F, M (kaosite dust worth at least 25 gp, incense and herbs, all of which the spell consumes);Paladin;#!spells/Level2/Find Steed.md
no conc,no concentration,no ritual,Cleric*,Druid*,Ranger*;Find Traps;2;Divination;Aether;1 action;;;Instantaneous;V, S;Cleric, Druid, Ranger;#!spells/Level2/Find Traps.md
no ritual,Druid*;Flame Blade;2;Evocation;Fire;1 bonus action;Concentration;;Concentration, up to 10 minutes;V, S, F;Druid;#!spells/Level2/Flame Blade.md
no ritual,Druid*,Wizard*;Flaming Sphere;2;Conjuration;Fire;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Cleric (Light), Druid, Wizard, Warlock (Eternal Flame);#!spells/Level2/Flaming Sphere.md
no conc,no concentration,Cleric*,Wizard*;Gentle Repose;2;Necromancy (White);Light;1 action;;Ritual;10 days;V, S, M (holy water, which the spell consumes, and one coin placed on each of the corpse's eyes, which must remain there for the duration);Cleric, Wizard, Cleric (Grave);#!spells/Level2/Gentle Repose.md
no ritual,Druid*,Wizard*;Gust of Wind;2;Evocation;Air;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Cleric (Tempest), Druid, Wizard;#!spells/Level2/Gust of Wind.md
no conc,no concentration,no ritual,Druid*,Ranger*;Healing Spirit;2;Conjuration (Summoning);Light;1 bonus action;;;30 seconds;V, S;Druid, Ranger;#!spells/Level2/Healing Spirit.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*;Healing Word;2;Necromancy (White);Light;1 reaction;;;Instantaneous;V;Bard, Cleric, Druid, Warlock (Celestial);#!spells/Level2/Healing Word.md
no ritual,Bard*,Druid*;Heat Metal;2;Transmutation;Fire;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Bard, Druid, Cleric (City), Cleric (Forge);#!spells/Level2/Heat Metal.md
no ritual,Bard*,Cleric*,Druid*,Warlock*,Wizard*;Hold Person;2;Enchantment;Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Bard, Cleric, Druid, Warlock, Wizard, Druid (Arctic), Paladin (Vengeance), Paladin (Conquest);#!spells/Level2/Hold Person.md
no ritual,Bard*,Warlock*,Wizard*;Invisibility;2;Illusion (Glamer);Darkness;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Bard, Warlock, Wizard, Druid (Grassland), Paladin (Treachery);#!spells/Level2/Invisibility.md
no conc,no concentration,no ritual,Wizard*;Khaalt's Acid Arrow;2;Evocation;Darkness;1 action;;;Instantaneous;V, S, F;Druid (Swamp), Wizard;#!spells/Level2/Khaalts Acid Arrow.md
no conc,no concentration,no ritual,Bard*,Wizard*;Knock;2;Transmutation;Darkness;1 action;;;Instantaneous;V;Bard, Wizard;#!spells/Level2/Knock.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*,Paladin*,Ranger*;Lesser Restoration;2;Abjuration;Light;1 action;;;Instantaneous;V, S, F;Bard, Cleric, Cleric (Life), Druid, Paladin, Paladin (Devotion), Ranger, Warlock (Eternal Flame);#!spells/Level2/Lesser Restoration.md
no ritual,Wizard*;Levitate;2;Transmutation;Air;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Wizard, Warlock (Seeker);#!spells/Level2/Levitate.md
no conc,no concentration,Bard*,Druid*,Ranger*;Locate Animals or Plants;2;Divination;Earth;1 action;;Ritual;Instantaneous;V, S, F;Bard, Druid, Ranger;#!spells/Level2/Locate Animals or Plants.md
no ritual,Bard*,Cleric*,Druid*,Paladin*,Ranger*,Wizard*;Locate Object;2;Divination;Water;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Bard, Cleric, Druid, Paladin, Ranger, Wizard, Warlock (Seeker);#!spells/Level2/Locate Object.md
no conc,no concentration,Bard*,Wizard*;Magic Mouth;2;Illusion (Glamer);Aether;1 minute;;Ritual;Until dispelled;V, S, M (tanzanite dust worth at least 10 gp, which the spell consumes);Bard, Wizard;#!spells/Level2/Magic Mouth.md
no conc,no concentration,no ritual,Paladin*,Wizard*;Magic Weapon;2;Transmutation;Aether;1 bonus action;;;1 hour;V, S;Paladin, Wizard, Cleric (Arcana), Cleric (War), Cleric (Forge), Cleric (Zeal);#!spells/Level2/Magic Weapon.md
no ritual,Warlock*,Wizard*;Mind Spike;2;Divination;Darkness;1 action;Concentration;;Concentration, up to 1 hour;S;Warlock, Wizard;#!spells/Level2/Mind Spike.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Mirror Image;2;Illusion (Figment);Darkness;1 action;;;1 minute;V, S;Warlock, Wizard, Cleric (Ambition), Cleric (Trickery), Druid (Coast), Paladin (Treachery);#!spells/Level2/Mirror Image.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Misty Step;2;Conjuration (Teleportation);Air;1 bonus action;;;Instantaneous;S;Warlock, Wizard, Druid (Coast), Paladin (Ancients), Paladin (Vengeance);#!spells/Level2/Misty Step.md
no ritual,Druid*;Moonbeam;2;Evocation;Light;1 action;Concentration;;Concentration, up to 1 minute;V, S, M (several seeds of any moonseed plant and a piece of opalescent feldspar);Druid, Paladin (Ancients);#!spells/Level2/Moonbeam.md
no ritual,Druid*,Ranger*;Pass Without Trace;2;Abjuration;Earth;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Cleric (Trickery), Druid, Druid (Grassland), Ranger;#!spells/Level2/Pass Without Trace.md
no ritual,Bard*,Wizard*;Phantasmal Force;2;Illusion (Phantasm);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Bard, Warlock (Archfey), Warlock (Great Old One), Wizard;#!spells/Level2/Phantasmal Force.md
no conc,no concentration,no ritual,Cleric*;Prayer of Healing;2;Necromancy (White);Light;1 bonus action;;;Concentration, up to 1 minute;V, S, F;Cleric;#!spells/Level2/Prayer of Healing.md
no conc,no concentration,no ritual,Cleric*,Druid*,Paladin*,Ranger*;Protection from Poison;2;Abjuration;Light;1 action;;;1 hour;V, S;Cleric, Druid, Paladin, Ranger, Cleric (Strength);#!spells/Level2/Protection from Poison.md
no conc,no concentration,no ritual,Bard*,Wizard*;Pyrotechnics;2;Transmutation;Fire;1 action;;;Instantaneous;V, S;Bard, Wizard;#!spells/Level2/Pyrotechnics.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Ray of Enfeeblement;2;Necromancy (Black);Death;1 action;;;1 minute;V, S;Cleric (Death), Warlock, Wizard, Cleric (Grave), Cleric (Ambition);#!spells/Level2/Ray of Enfeeblement.md
no conc,no concentration,no ritual,Wizard*;Repair Drone;2;Transmutation;Aether;1 bonus action;;;30 seconds;V, S, M (a portable repair drone worth at least 50 gp);Wizard;#!spells/Level2/Repair Drone.md
no conc,no concentration,no ritual,Wizard*;Rope Trick;2;Conjuration (Teleportation);Aether;1 action;;;1 hour;V, S, M (a rope up to 60 feet in length);Wizard;#!spells/Level2/Rope Trick.md
no conc,no concentration,no ritual,Wizard*;Scorching Ray;2;Evocation;Fire;1 action;;;Instantaneous;V, S, F;Wizard, Cleric (Light), Warlock (Fiend);#!spells/Level2/Scorching Ray.md
no conc,no concentration,no ritual,Bard*,Wizard*;See Invisibility;2;Divination;Aether;1 action;;;1 hour;V, S, F;Bard, Wizard;#!spells/Level2/See Invisibility.md
no ritual,Warlock*,Wizard*;Shadow Blade;2;Illusion (Shadow);Darkness;1 bonus action;Concentration;;Concentration, up to 1 minute;V, S;Warlock, Wizard;#!spells/Level2/Shadow Blade.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*;Shatter;2;Evocation;Air;1 action;;;Instantaneous;V, S, F;Bard, Warlock, Wizard, Cleric (Tempest), Cleric (Zeal);#!spells/Level2/Shatter.md
Bard*,Cleric*,Ranger*;Silence;2;Illusion (Glamer);Darkness;1 action;Concentration;Ritual;Concentration, up to 10 minutes;V, S;Bard, Cleric, Ranger,  Druid (Desert), Warlock (Undying);#!spells/Level2/Silence.md
Bard*,Druid*,Wizard*;Skywrite;2;Transmutation;Air;1 action;Concentration;Ritual;Concentration, up to 1 hour;V, S;Bard, Druid, Wizard;#!spells/Level2/Skywrite.md
no ritual,Warlock*,Wizard*;Spider Climb;2;Transmutation;Earth;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Warlock, Wizard, Druid (Forest), Druid (Mountain), Druid (Underdark);#!spells/Level2/Spider Climb.md
no ritual,Druid*,Ranger*;Spike Growth;2;Transmutation;Earth;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Cleric (Nature), Druid, Druid (Arctic), Druid (Mountain), Ranger;#!spells/Level2/Spike Growth.md
no conc,no concentration,no ritual,Cleric*;Spiritual Weapon;2;Conjuration (Creation);Aether;1 bonus action;;;1 minute;V, S;Cleric, Cleric (Life), Cleric (War), Oath (Conquest);#!spells/Level2/Spiritual Weapon.md
no ritual,Bard*,Warlock*,Wizard*;Suggestion;2;Enchantment (Compulsion);Darkness;1 action;Concentration;;Concentration, up to 8 hours;V, F;Bard, Cleric (Knowledge), Warlock, Wizard;#!spells/Level2/Suggestion.md
no conc,no concentration,no ritual,Cleric*;Warding Bond;2;Abjuration;Light;1 action;;;1 hour;V, S, F, M (a pair of white gold rings worth at least 50 gp each, which you and target must wear for the duration);Cleric, Paladin (Crown), Cleric (Solidarity);#!spells/Level2/Warding Bond.md
no ritual,Bard*,Druid*,Wizard*;Warding Wind;2;Evocation;Air;1 action;Concentration;;Concentration, up to 10 minutes;V;Bard, Druid, Wizard;#!spells/Level2/Warding Wind.md
no conc,no concentration,no ritual,Wizard*;Web;2;Conjuration (Creation);Darkness;1 action;;;1 hour;V, S, F;Druid (Underdark), Wizard;#!spells/Level2/Web.md
no conc,no concentration,no ritual,Bard*,Cleric*,Paladin*;Zone of Truth;2;Enchantment (Compulsion);Water;1 action;;;10 minutes;V;Bard, Cleric, Paladin, Paladin (Devotion), Paladin (Crown);#!spells/Level2/Zone of Truth.md
no conc,no concentration,no ritual,Cleric*,Wizard*;Animate Dead;3;Necromancy (Black);Death;1 minute;;;24 hours;V, S, F;Cleric, Cleric (Death), Paladin (Oathbreaker), Wizard;#!spells/Level3/Animate Dead.md
no ritual,Paladin*;Aura of Vitality;3;Necromancy (White);Light;1 action;Concentration;;Concentration, up to 1 minute;V;Paladin, Paladin (Crown);#!spells/Level3/Aura of Vitality.md
no ritual,Cleric*;Beacon of Hope;3;Evocation;Light;1 action;Concentration;;Concentration, up to 1 minute;V, S;Cleric, Cleric (Life), Paladin (Devotion), Cleric (Solidarity), Sorcerer (Angel);#!spells/Level3/Beacon of Hope.md
no ritual,Bard*,Cleric*,Wizard*;Bestow Curse;3;Necromancy (Black);Death;1 action;Concentration;;Concentration, up to 1 minute;V, S;Bard, Cleric, Cleric (Ambition), Paladin (Oathbreaker), Wizard;#!spells/Level3/Bestow Curse.md
no conc,no concentration,no ritual,Paladin*;Blinding Smite;3;Evocation;Light;1 bonus action;Optional;;1 round / Concentration, up to 1 minute;V;Paladin;#!spells/Level3/Blinding Smite.md
no conc,no concentration,no ritual,Wizard*;Blink;3;Conjuration (Teleportation);Aether;1 action;;;1 minute;V, S;Cleric (Trickery), Warlock (Archfey), Wizard, Warlock (Hexblade);#!spells/Level3/Blink.md
no ritual,Druid*;Call Lightning;3;Conjuration (Creation);Air;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Cleric (Tempest), Druid, Druid (Forest), Sorcerer (Air Elemental);#!spells/Level3/Call Lightning.md
no conc,no concentration,no ritual,Bard*,Wizard*;Catnap;3;Enchantment (Compulsion);Darkness;1 action;;;10 minutes;S, F;Bard, Wizard;#!spells/Level3/Catnap.md
no ritual,Bard*,Cleric*,Wizard*;Clairvoyance;3;Divination (Scrying);Water;10 minutes;Concentration;;Concentration, up to 10 minutes;V, S, M (a cosmic opal worth at least 100 gp);Bard, Cleric, Warlock (Great Old One), Wizard, Warlock (Seeker);#!spells/Level3/Clairvoyance.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Counterspell;3;Abjuration;Water;1 reaction;;;Instantaneous;S;Warlock, Wizard;#!spells/Level3/Counterspell.md
no conc,no concentration,no ritual,Cleric*,Druid*,Paladin*;Create Food and Water;3;Conjuration (Creation);Water;1 action;;;Instantaneous;V, S;Cleric, Druid, Druid (Desert), Paladin;#!spells/Level3/Create Food and Water.md
no ritual,Paladin*;Crusader's Mantle;3;Evocation;Light;1 action;Concentration;;Concentration, up to 1 minute;V, F;Cleric (War), Paladin, Cleric (Solidarity);#!spells/Level3/Crusaders Mantle.md
no conc,no concentration,no ritual,Cleric*,Druid*,Paladin*,Ranger*,Sorcerer*;Daylight;3;Evocation;Light;1 action;;;1 hour;V, S;Cleric, Cleric (Light), Druid, Druid (Grassland), Paladin, Ranger, Sorcerer, Warlock (Eternal Flame);#!spells/Level3/Daylight.md
no conc,no concentration,no ritual,Ranger*;Direct Barrage;3;Transmutation;Air;1 action;;;Instantaneous;V, S, M (pieces of ammunition or thrown weapons);Ranger;#!spells/Level3/Direct Barrage.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*,Paladin*,Warlock*,Wizard*;Dispel Magic;3;Abjuration;Water;1 action;;;Instantaneous;V, S;Bard, Cleric, Cleric (Arcana), Cleric (Trickery), Druid, Paladin, Paladin (Devotion), Warlock, Wizard;#!spells/Level3/Dispel Magic.md
no conc,no concentration,no ritual,Paladin*,Wizard*;Elemental Weapon;3;Transmutation;Aether;1 action;;;1 hour;V, S;Paladin, Cleric (Forge), Warlock (Hexblade), Wizard;#!spells/Level3/Elemental Weapon.md
no conc,no concentration,no ritual,Druid*,Ranger*,Wizard*;Endurion's Cold Arrows;3;Transmutation;Water;1 action;;;1 hour;V, S;Druid, Ranger, Wizard;#!spells/Level3/Endurions Cold Arrows.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*;Enemies Abound;3;Enchantment (Compulsion);Fire;1 action;;;1 minute;V, S;Bard, Warlock, Wizard;#!spells/Level3/Enemies Abound.md
no conc,no concentration,no ritual,Druid*,Sorcerer*,Wizard*;Erupting Earth;3;Transmutation;Earth;1 action;;;Instantaneous;V, S, M (a piece of obsidian);Druid, Sorcerer, Wizard;#!spells/Level3/Erupting Earth.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*;Fear;3;Illusion (Phantasm);Death;1 action;;;1 minute;V, S, F;Bard, Warlock, Wizard, Paladin (Conquest);#!spells/Level3/Fear.md
no conc,no concentration,Bard*,Cleric*,Druid*,Wizard*;Feign Death;3;Necromancy (Black);Death;1 action;;Ritual;1 hour;V, S, F;Bard, Cleric, Druid, Warlock (Undying), Wizard;#!spells/Level3/Feign Death.md
no conc,no concentration,no ritual,Wizard*;Fireball;3;Evocation;Fire;1 action;;;Instantaneous;V, S, F;Cleric (Light), Warlock (Fiend), Wizard, Cleric (Zeal);#!spells/Level3/Fireball.md
no conc,no concentration,no ritual,Druid*,Ranger*,Wizard*;Flame Arrows;3;Transmutation;Fire;1 action;;;1 hour;V, S;Druid, Ranger, Wizard;#!spells/Level3/Flame Arrows.md
no ritual,Warlock*,Wizard*;Fly;3;Transmutation;Air;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Warlock, Wizard;#!spells/Level3/Fly.md
no ritual,Warlock*,Wizard*;Gaseous Form;3;Transmutation;Air;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Druid (Underdark), Warlock, Wizard, Paladin (Treachery);#!spells/Level3/Gaseous Form.md
no conc,no concentration,no ritual,Bard*,Cleric*,Wizard*;Glyph of Warding;3;Abjuration;Earth;1 hour;;;Until dispelled or triggered;V, S, M (incense and powdered gemstone worth at least 200 gp, which the spell consumes);Bard, Cleric, Wizard;#!spells/Level3/Glyph of Warding.md
no ritual,Wizard*;Haste;3;Transmutation;Air;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Druid (Grassland), Paladin (Vengeance), Wizard, Paladin (Treachery), Cleric (Strength), Cleric (Zeal);#!spells/Level3/Haste.md
no ritual,Warlock*,Wizard*;Haywire;3;Evocation;Aether;1 action;Concentration;;Concentration, up to 1 minute;V, S;Warlock, Wizard, Warlock (Ghost in the Machine);#!spells/Level3/Haywire.md
no ritual,Warlock*;Hunger from Beyond;3;Conjuration (Creation);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Warlock;#!spells/Level3/Hunger from Beyond.md
no conc,no concentration,no ritual,Druid*,Wizard*;Hydraulic Torrent;3;Conjuration (Creation);Water;1 action;;;Instantaneous;V, S, F;Druid, Wizard;#!spells/Level3/Hydraulic Torrent.md
no ritual,Bard*,Warlock*,Wizard*;Hypnotic Pattern;3;Illusion (Pattern);Light;1 action;Concentration;;Concentration, up to 1 minute;S, M (incense imbued with mystic quartz dust);Bard, Warlock, Wizard;#!spells/Level3/Hypnotic Pattern.md
no ritual,Warlock*,Wizard*;Invisibility to Cameras;3;Illusion (Glamer);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Warlock, Wizard, Warlock (Ghost in the Machine);#!spells/Level3/Invisibility to Cameras.md
no conc,no concentration,Bard*,Wizard*;Kaine's Refuge;3;Evocation;Light;1 minute;;Ritual;8 hours;V, S, F;Bard, Wizard;#!spells/Level3/Kaines Refuge.md
no conc,no concentration,no ritual,Cleric*,Wizard*;Life Transference;3;Necromancy (White);Light;1 action;;;Instantaneous;V, S;Cleric, Wizard;#!spells/Level3/Life Transference.md
no ritual,Ranger*;Lightning Arrow;3;Transmutation;Air;1 bonus action;Concentration;;1 round;V, S, M (a piece of ammunition that the spell consumes);Ranger;#!spells/Level3/Lightning Arrow.md
no conc,no concentration,no ritual,Wizard*;Lightning Bolt;3;Evocation;Air;1 action;;;Instantaneous;V, S, F;Druid (Mountain), Wizard, Cleric (City);#!spells/Level3/Lightning Bolt.md
no conc,no concentration,no ritual,Cleric*,Paladin*,Warlock*,Wizard*;Magic Circle;3;Abjuration;Water;1 minute;;;1 hour;V, S, M (a component depending on the effect, which the spell consumes);Cleric, Cleric (Arcana), Paladin, Warlock, Wizard;#!spells/Level3/Magic Circle.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*;Major Image;3;Illusion (Figment);Darkness;1 action;;;10 minutes;V, S, F;Bard, Warlock, Wizard;#!spells/Level3/Major Image.md
no ritual,Wizard*;Malcolm's Minute Meteors;3;Conjuration (Creation);Fire;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Wizard;#!spells/Level3/Malcolms Minute Meteors.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*;Mass Healing Word;3;Necromancy (White);Light;1 reaction;;;Instantaneous;V;Bard, Cleric, Druid;#!spells/Level3/Mass Healing Word.md
no conc,no concentration,Cleric*,Druid*;Meld into Stone;3;Transmutation;Earth;1 action;;Ritual;8 hours;V, S;Cleric, Druid, Druid (Mountain), Sorcerer (Earth Elemental);#!spells/Level3/Meld into Stone.md
no conc,no concentration,no ritual,Bard*,Ranger*,Wizard*;Nondetection;3;Abjuration;Darkness;1 action;;;8 hours;V, S, M (apatite dust worth at least 25 gp sprinkled over the target, which the spell consumes);Bard, Cleric (Knowledge), Ranger, Wizard;#!spells/Level3/Nondetection.md
no conc,no concentration,Wizard*;Phantom Steed;3;Illusion (Shadow);Darkness;1 minute;;Ritual;1 hour;V, S;Wizard;#!spells/Level3/Phantom Steed.md
no conc,no concentration,no ritual,Bard*,Druid*,Ranger*;Plant Growth;3;Transmutation;Earth;1 action or 8 hours;;;Instantaneous;V, S;Bard, Cleric (Nature), Druid, Druid (Forest), Paladin (Ancients), Ranger, Warlock (Archfey);#!spells/Level3/Plant Growth.md
no conc,no concentration,no ritual,Warlock*,Wizard*;Protection from Ballistics;3;Abjuration;Earth;1 action;;;10 minutes;V, S, F;Warlock, Wizard, Cleric (City);#!spells/Level3/Protection from Ballistics.md
no conc,no concentration,no ritual,Cleric*,Druid*,Ranger*,Wizard*;Protection from Energy;3;Abjuration;Water;1 action;;;10 minutes;V, S;Cleric, Druid, Druid (Desert), Paladin (Ancients), Paladin (Vengeance), Ranger, Wizard, Cleric (Forge), Cleric (Protection), Cleric (Strength);#!spells/Level3/Protection from Energy.md
no conc,no concentration,no ritual,Cleric*,Paladin*,Warlock*,Wizard*;Remove Curse;3;Abjuration;Light;1 action;;;Instantaneous;V, S, F, M (incense and one of the following: holy water, a vial of mercury worth at least 50 gp, diamond dust worth at least 50 gp, or cosmic opal dust worth at least 50 gp, all of which the spell consumes);Cleric, Paladin, Warlock, Wizard;#!spells/Level3/Remove Curse.md
no conc,no concentration,no ritual,Cleric*,Paladin*;Revivify;3;Necromancy (White);Light;1 action;;;Instantaneous;V, S, M (diamonds worth 300 gp, which the spell consumes);Cleric, Cleric (Life), Paladin, Cleric (Grave), Warlock (Eternal Flame);#!spells/Level3/Revivify.md
no conc,no concentration,no ritual,Cleric*,Wizard*;Sending;3;Divination;Aether;1 action;;;1 round;V, S, M (a lapis lazuli, a sapphire, a cosmic opal or a TSR device);Cleric, Warlock (Great Old One), Wizard, Warlock (Seeker);#!spells/Level3/Sending.md
no ritual,Druid*,Wizard*;Sleet Storm;3;Conjuration (Creation);Water;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Cleric (Tempest), Druid, Druid (Arctic), Wizard;#!spells/Level3/Sleet Storm.md
no ritual,Wizard*;Slow;3;Transmutation;Water;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Druid (Arctic), Wizard, Cleric (Protection);#!spells/Level3/Slow.md
no ritual,Bard*,Druid*,Ranger*;Speak with Plants;3;Transmutation;Earth;1 action;Concentration;;Concentration, 10 minutes;V, S, F;Bard, Druid, Ranger;#!spells/Level3/Speak with Plants.md
no ritual,Bard*,Cleric*;Speak with the Dead;3;Necromancy (Black);Death;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F, M (burning incense imbued with onyx dust);Bard, Cleric, Cleric (Knowledge), Warlock (Undying);#!spells/Level3/Speak with the Dead.md
no ritual,Cleric*;Spirit Guardians;3;Conjuration (Summoning);Light;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Cleric, Cleric (War), Paladin (Crown);#!spells/Level3/Spirit Guardians.md
no ritual,Bard*,Wizard*;Stinking Cloud;3;Conjuration (Creation);Death;1 action;Concentration;;Concentration, up to 1 minute;V, S, M (a skull, a plaguestone, or a piece of material soaked in tainted water);Bard, Druid (Swamp), Druid (Underdark), Warlock (Fiend), Wizard;#!spells/Level3/Stinking Cloud.md
no conc,no concentration,no ritual,Druid*,Ranger*;Summon Animals;3;Conjuration (Summoning);Fire;1 action;;;1 hour;V, S, M (a handful of diaspore dust, which the spell consumes, or a diaspore);Druid, Ranger;#!spells/Level3/Summon Animals.md
no ritual,Warlock*,Wizard*;Summon Lesser Demons;3;Conjuration (Summoning);Demonology;1 action;Concentration;;10 minutes;V, S, M (a drop of your blood or garnet dust worth at least 25 gp, which the spell consumes, or a doomstone);Warlock, Wizard;#!spells/Level3/Summon Lesser Demons.md
