!tags;Name;Level;School;Element;Casting time;Concentration;Ritual;Duration;Components;Classes;!href
no conc,no concentration,no ritual,Warlock*,Wizard*,Darkness*,level 2,level2,lv2,lvl2;Mirror Image;2;Illusion (Figment);Darkness;1 action;;;1 minute;V, S;Warlock, Wizard, Cleric (Trickery), Druid (Coast), Paladin (Treachery);#!spells/Level2/Mirror Image.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Air*,level 2,level2,lv2,lvl2;Misty Step;2;Conjuration (Teleportation);Air;1 bonus action;;;Instantaneous;S;Warlock, Wizard, Druid (Coast), Paladin (Ancients), Paladin (Vengeance);#!spells/Level2/Misty Step.md
no ritual,Bard*,Wizard*,Darkness*,level 2,level2,lv2,lvl2;Phantasmal Force;2;Illusion (Phantasm);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Bard, Warlock (Archfey), Warlock (Great Old One), Wizard;#!spells/Level2/Phantasmal Force.md
no conc,no concentration,no ritual,Bard*,Wizard*,Fire*,level 2,level2,lv2,lvl2;Pyrotechnics;2;Transmutation;Fire;1 action;;;Instantaneous;V, S;Bard, Wizard;#!spells/Level2/Pyrotechnics.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Death*,level 2,level2,lv2,lvl2;Ray of Enfeeblement;2;Necromancy (Black);Death;1 action;;;1 minute;V, S;Cleric (Blood), Cleric (Death), Warlock, Wizard, Cleric (Grave);#!spells/Level2/Ray of Enfeeblement.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 2,level2,lv2,lvl2;Repair Drone;2;Transmutation;Aether;1 bonus action;;;30 seconds;V, S, M (a portable repair drone worth at least 50 gp);Wizard;#!spells/Level2/Repair Drone.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 2,level2,lv2,lvl2;Rope Trick;2;Conjuration (Teleportation);Aether;1 action;;;1 hour;V, S, M (a rope up to 60 feet in length);Wizard;#!spells/Level2/Rope Trick.md
no conc,no concentration,no ritual,Wizard*,Fire*,level 2,level2,lv2,lvl2;Scorching Ray;2;Evocation;Fire;1 action;;;Instantaneous;V, S, F;Wizard, Cleric (Light), Warlock (Aeonian Flame), Warlock (Fiend);#!spells/Level2/Scorching Ray.md
no conc,no concentration,no ritual,Bard*,Wizard*,Aether*,level 2,level2,lv2,lvl2;See Invisibility;2;Divination;Aether;1 action;;;1 hour;V, S, F;Bard, Wizard;#!spells/Level2/See Invisibility.md
no ritual,Warlock*,Wizard*,Darkness*,level 2,level2,lv2,lvl2;Shadow Blade;2;Illusion (Shadow);Darkness;1 bonus action;Concentration;;Concentration, up to 1 minute;V, S;Warlock, Wizard;#!spells/Level2/Shadow Blade.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*,Air*,level 2,level2,lv2,lvl2;Shatter;2;Evocation;Air;1 action;;;Instantaneous;V, S, F;Bard, Warlock, Wizard, Cleric (Tempest), Cleric (Zeal);#!spells/Level2/Shatter.md
Bard*,Druid*,Wizard*,Air*,level 2,level2,lv2,lvl2;Skywrite;2;Transmutation;Air;1 action;Concentration;Ritual;Concentration, up to 1 hour;V, S;Bard, Druid, Wizard;#!spells/Level2/Skywrite.md
no ritual,Warlock*,Wizard*,Earth*,level 2,level2,lv2,lvl2;Spider Climb;2;Transmutation;Earth;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Warlock, Wizard, Druid (Forest), Druid (Mountain), Druid (Subterra);#!spells/Level2/Spider Climb.md
no ritual,Bard*,Warlock*,Wizard*,Darkness*,level 2,level2,lv2,lvl2;Suggestion;2;Enchantment (Compulsion);Darkness;1 action;Concentration;;Concentration, up to 8 hours;V, F;Bard, Cleric (Knowledge), Warlock, Wizard;#!spells/Level2/Suggestion.md
no ritual,Bard*,Druid*,Wizard*,Air*,level 2,level2,lv2,lvl2;Warding Wind;2;Evocation;Air;1 action;Concentration;;Concentration, up to 10 minutes;V;Bard, Druid, Wizard;#!spells/Level2/Warding Wind.md
no conc,no concentration,no ritual,Druid*,Wizard*,Darkness*,level 2,level2,lv2,lvl2;Web;2;Conjuration (Creation);Darkness;1 action;;;1 hour;V, S, F;Druid, Wizard;#!spells/Level2/Web.md
no conc,no concentration,no ritual,Cleric*,Wizard*,Death*,level 3,level3,lv3,lvl3;Animate Dead;3;Necromancy (Black);Death;1 minute;;;24 hours;V, S, F;Cleric, Cleric (Death), Druid (Spores), Paladin (Oathbreaker), Wizard;#!spells/Level3/Animate Dead.md
no ritual,Bard*,Cleric*,Wizard*,Death*,level 3,level3,lv3,lvl3;Bestow Curse;3;Necromancy (Black);Death;1 action;Concentration;;Concentration, up to 1 minute;V, S;Bard, Cleric, Paladin (Oathbreaker), Warlock (Great Old One), Wizard;#!spells/Level3/Bestow Curse.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 3,level3,lv3,lvl3;Blink;3;Conjuration (Teleportation);Aether;1 action;;;1 minute;V, S;Cleric (Trickery), Warlock (Archfey), Warlock (Void), Wizard;#!spells/Level3/Blink.md
no conc,no concentration,no ritual,Bard*,Wizard*,Darkness*,level 3,level3,lv3,lvl3;Catnap;3;Enchantment (Compulsion);Darkness;1 action;;;10 minutes;S, F;Bard, Wizard;#!spells/Level3/Catnap.md
no ritual,Bard*,Cleric*,Wizard*,Water*,level 3,level3,lv3,lvl3;Clairvoyance;3;Divination (Scrying);Water;10 minutes;Concentration;;Concentration, up to 10 minutes;V, S, M (a cosmic opal worth at least 100 gp);Bard, Cleric, Warlock (Great Old One), Wizard, Warlock (Seeker);#!spells/Level3/Clairvoyance.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Water*,level 3,level3,lv3,lvl3;Counterspell;3;Abjuration;Water;1 reaction;;;Instantaneous;S;Paladin (Redemption), Warlock, Wizard;#!spells/Level3/Counterspell.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*,Paladin*,Warlock*,Wizard*,Water*,level 3,level3,lv3,lvl3;Dispel Magic;3;Abjuration;Water;1 action;;;Instantaneous;V, S;Bard, Cleric, Cleric (Arcana), Cleric (Trickery), Druid, Paladin, Paladin (Devotion), Warlock, Wizard;#!spells/Level3/Dispel Magic.md
no conc,no concentration,no ritual,Paladin*,Wizard*,Aether*,level 3,level3,lv3,lvl3;Elemental Weapon;3;Transmutation;Aether;1 action;;;1 hour;V, S;Paladin, Cleric (Forge), Sorcerer (Darkness Elemental), Sorcerer (Fire Elemental), Sorcerer (Water Elemental), Wizard;#!spells/Level3/Elemental Weapon.md
no conc,no concentration,no ritual,Druid*,Ranger*,Wizard*,Water*,level 3,level3,lv3,lvl3;Endurion's Cold Arrows;3;Transmutation;Water;1 action;;;1 hour;V, S;Druid, Ranger, Wizard;#!spells/Level3/Endurion's Cold Arrows.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*,Fire*,level 3,level3,lv3,lvl3;Enemies Abound;3;Enchantment (Compulsion);Fire;1 action;;;1 minute;V, S;Bard, Warlock, Wizard;#!spells/Level3/Enemies Abound.md
no conc,no concentration,no ritual,Druid*,Sorcerer*,Wizard*,Earth*,level 3,level3,lv3,lvl3;Erupting Earth;3;Transmutation;Earth;1 action;;;Instantaneous;V, S, M (a piece of obsidian);Druid, Sorcerer, Wizard;#!spells/Level3/Erupting Earth.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*,Death*,level 3,level3,lv3,lvl3;Fear;3;Illusion (Phantasm);Death;1 action;;;1 minute;V, S, F;Bard, Druid (Subterra), Warlock, Wizard, Paladin (Conquest);#!spells/Level3/Fear.md
no conc,no concentration,Bard*,Cleric*,Druid*,Wizard*,Death*,level 3,level3,lv3,lvl3;Feign Death;3;Necromancy (Black);Death;1 action;;Ritual;1 hour;V, S, F;Bard, Cleric, Druid, Warlock (Undying), Wizard;#!spells/Level3/Feign Death.md
no conc,no concentration,no ritual,Wizard*,Fire*,level 3,level3,lv3,lvl3;Fireball;3;Evocation;Fire;1 action;;;Instantaneous;V, S, F;Cleric (Light), Warlock (Fiend), Wizard, Cleric (Zeal);#!spells/Level3/Fireball.md
no conc,no concentration,no ritual,Druid*,Ranger*,Wizard*,Fire*,level 3,level3,lv3,lvl3;Flame Arrows;3;Transmutation;Fire;1 action;;;1 hour;V, S;Druid, Ranger, Wizard;#!spells/Level3/Flame Arrows.md
no ritual,Warlock*,Wizard*,Air*,level 3,level3,lv3,lvl3;Fly;3;Transmutation;Air;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Warlock, Wizard;#!spells/Level3/Fly.md
no ritual,Druid*,Warlock*,Wizard*,Air*,level 3,level3,lv3,lvl3;Gaseous Form;3;Transmutation;Air;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Druid, Druid (Spores), Warlock, Wizard, Paladin (Treachery);#!spells/Level3/Gaseous Form.md
no conc,no concentration,no ritual,Bard*,Cleric*,Wizard*,Earth*,level 3,level3,lv3,lvl3;Glyph of Warding;3;Abjuration;Earth;1 hour;;;Until dispelled or triggered;V, S, M (incense and powdered gemstone worth at least 200 gp, which the spell consumes);Bard, Cleric, Wizard;#!spells/Level3/Glyph of Warding.md
no ritual,Wizard*,Air*,level 3,level3,lv3,lvl3;Haste;3;Transmutation;Air;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Cleric (Blood), Cleric (Zeal), Druid (Grassland), Paladin (Vengeance), Wizard, Paladin (Treachery);#!spells/Level3/Haste.md
no ritual,Warlock*,Wizard*,Aether*,level 3,level3,lv3,lvl3;Haywire;3;Evocation;Aether;1 action;Concentration;;Concentration, up to 1 minute;V, S;Warlock, Wizard, Warlock (Ghost in the Machine);#!spells/Level3/Haywire.md
no conc,no concentration,no ritual,Druid*,Wizard*,Water*,level 3,level3,lv3,lvl3;Hydraulic Torrent;3;Conjuration (Creation);Water;1 action;;;Instantaneous;V, S, F;Druid, Wizard;#!spells/Level3/Hydraulic Torrent.md
no ritual,Bard*,Warlock*,Wizard*,Light*,level 3,level3,lv3,lvl3;Hypnotic Pattern;3;Illusion (Pattern);Light;1 action;Concentration;;Concentration, up to 1 minute;S, M (incense imbued with mystic quartz dust);Bard, Paladin (Redemption), Warlock, Wizard;#!spells/Level3/Hypnotic Pattern.md
no ritual,Warlock*,Wizard*,Darkness*,level 3,level3,lv3,lvl3;Invisibility to Cameras;3;Illusion (Glamer);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Warlock, Wizard, Warlock (Ghost in the Machine);#!spells/Level3/Invisibility to Cameras.md
no conc,no concentration,Bard*,Wizard*,Light*,level 3,level3,lv3,lvl3;Kaine's Refuge;3;Evocation;Light;1 minute;;Ritual;8 hours;V, S, F;Bard, Wizard, Warlock (Aeonian Flame);#!spells/Level3/Kaine's Refuge.md
no conc,no concentration,no ritual,Cleric*,Warlock*,Wizard*,Light*,level 3,level3,lv3,lvl3;Life Transference;3;Necromancy (White);Light;1 action;;;Instantaneous;V, S;Cleric, Warlock, Wizard;#!spells/Level3/Life Transference.md
no conc,no concentration,no ritual,Wizard*,Air*,level 3,level3,lv3,lvl3;Lightning Bolt;3;Evocation;Air;1 action;;;Instantaneous;V, S, F;Druid (Mountain), Wizard, Cleric (City);#!spells/Level3/Lightning Bolt.md
no conc,no concentration,no ritual,Cleric*,Paladin*,Warlock*,Wizard*,Water*,level 3,level3,lv3,lvl3;Magic Circle;3;Abjuration;Water;1 minute;;;1 hour;V, S, M (a component depending on the effect, which the spell consumes);Cleric, Cleric (Arcana), Paladin, Warlock, Wizard;#!spells/Level3/Magic Circle.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*,Darkness*,level 3,level3,lv3,lvl3;Major Image;3;Illusion (Figment);Darkness;1 action;;;10 minutes;V, S, F;Bard, Warlock, Wizard;#!spells/Level3/Major Image.md
no ritual,Wizard*,Fire*,level 3,level3,lv3,lvl3;Malcolm's Minute Meteors;3;Conjuration (Creation);Fire;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Warlock (Seeker), Wizard;#!spells/Level3/Malcolm's Minute Meteors.md
no conc,no concentration,no ritual,Bard*,Ranger*,Wizard*,Darkness*,level 3,level3,lv3,lvl3;Nondetection;3;Abjuration;Darkness;1 action;;;8 hours;V, S, M (apatite dust worth at least 25 gp sprinkled over the target, which the spell consumes);Bard, Cleric (Knowledge), Ranger, Warlock (Void), Wizard;#!spells/Level3/Nondetection.md
no conc,no concentration,Wizard*,Darkness*,level 3,level3,lv3,lvl3;Phantom Steed;3;Illusion (Shadow);Darkness;1 minute;;Ritual;1 hour;V, S;Wizard;#!spells/Level3/Phantom Steed.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Earth*,level 3,level3,lv3,lvl3;Protection from Ballistics;3;Abjuration;Earth;1 action;;;10 minutes;V, S, F;Warlock, Wizard, Cleric (City);#!spells/Level3/Protection from Ballistics.md
no conc,no concentration,no ritual,Cleric*,Druid*,Ranger*,Wizard*,Water*,level 3,level3,lv3,lvl3;Protection from Energy;3;Abjuration;Water;1 action;;;10 minutes;V, S;Cleric, Cleric (Forge), Cleric (Preservation), Cleric (Protection), Druid, Druid (Desert), Paladin (Ancients), Paladin (Vengeance), Ranger, Warlock (Fiend), Wizard;#!spells/Level3/Protection from Energy.md
no conc,no concentration,no ritual,Cleric*,Paladin*,Warlock*,Wizard*,Light*,level 3,level3,lv3,lvl3;Remove Curse;3;Abjuration;Light;1 action;;;Instantaneous;V, S, F, M (incense and one of the following: holy water, a vial of mercury worth at least 50 gp, diamond dust worth at least 50 gp, or cosmic opal dust worth at least 50 gp, all of which the spell consumes);Cleric, Paladin, Warlock, Wizard;#!spells/Level3/Remove Curse.md
no conc,no concentration,no ritual,Cleric*,Wizard*,Aether*,level 3,level3,lv3,lvl3;Sending;3;Divination;Aether;1 action;;;1 round;V, S, M (a lapis lazuli, a sapphire, a cosmic opal or a TSR device);Cleric, Warlock (Great Old One), Wizard, Warlock (Seeker);#!spells/Level3/Sending.md
no ritual,Druid*,Wizard*,Water*,level 3,level3,lv3,lvl3;Sleet Storm;3;Conjuration (Creation);Water;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Cleric (Tempest), Druid, Druid (Arctic), Warlock (Fiend), Wizard;#!spells/Level3/Sleet Storm.md
no ritual,Warlock*,Wizard*,Water*,level 3,level3,lv3,lvl3;Slow;3;Transmutation;Water;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Cleric (Blood), Cleric (Obedience), Cleric (Protection), Druid (Arctic), Warlock, Wizard;#!spells/Level3/Slow.md
no ritual,Bard*,Wizard*,Death*,level 3,level3,lv3,lvl3;Stinking Cloud;3;Conjuration (Creation);Death;1 action;Concentration;;Concentration, up to 1 minute;V, S, M (a skull, a plaguestone, or a piece of material soaked in tainted water);Bard, Druid (Subterra), Druid (Swamp), Warlock (Fiend), Warlock (Undying), Wizard;#!spells/Level3/Stinking Cloud.md
no ritual,Warlock*,Wizard*,Demonology*,level 3,level3,lv3,lvl3;Summon Lesser Demons;3;Conjuration (Summoning);Demonology;1 action;Concentration;;10 minutes;V, S, M (a drop of your blood or garnet dust worth at least 25 gp, which the spell consumes, or a doomstone);Warlock, Wizard;#!spells/Level3/Summon Lesser Demons.md
no ritual,Warlock*,Wizard*,Demonology*,level 3,level3,lv3,lvl3;Summon Lesser Void Demons;3;Conjuration (Summoning);Demonology;1 action;Concentration;;10 minutes;V, S, M (a drop of ink or tanzanite dust worth at least 25 gp, which the spell consumes, or a whole tanzanite worth at least 150 gp);Warlock, Wizard;#!spells/Level3/Summon Lesser Void Demons.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Air*,level 3,level3,lv3,lvl3;Thunder Step;3;Conjuration (Teleportation);Air;1 action;;;Instantaneous;V;Warlock, Wizard;#!spells/Level3/Thunder Step.md
no conc,no concentration,no ritual,Druid*,Wizard*,Water*,level 3,level3,lv3,lvl3;Tidal Wave;3;Conjuration (Creation);Water;1 action;;;Instantaneous;V, S, F;Druid, Wizard;#!spells/Level3/Tidal Wave.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 3,level3,lv3,lvl3;Tiny Servant;3;Transmutation;Aether;1 minute;;;8 hours;V, S;Wizard;#!spells/Level3/Tiny Servant.md
no ritual,Warlock*,Wizard*,Death*,level 3,level3,lv3,lvl3;Vampiric Touch;3;Necromancy (Black);Death;1 action;Concentration;;Concentration, up to 1 minute;V, S;Cleric (Death), Warlock, Wizard, Cleric (Grave);#!spells/Level3/Vampiric Touch.md
no ritual,Wizard*,Fire*,level 3,level3,lv3,lvl3;Wall of Sand;3;Conjuration (Creation);Fire;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Wizard;#!spells/Level3/Wall of Sand.md
no ritual,Druid*,Wizard*,Water*,level 3,level3,lv3,lvl3;Wall of Water;3;Conjuration (Creation);Water;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Druid, Wizard;#!spells/Level3/Wall of Water.md
no conc,no concentration,Druid*,Ranger*,Wizard*,Water*,level 3,level3,lv3,lvl3;Water Breathing;3;Transmutation;Water;1 action;;Ritual;24 hours;V, S, F;Druid, Druid (Coast), Ranger, Wizard;#!spells/Level3/Water Breathing.md
no conc,no concentration,no ritual,Druid*,Wizard*,Water*,level 3,level3,lv3,lvl3;Water Whip;3;Conjuration (Creation);Water;1 action;;;Instantaneous;S, F;Druid, Wizard;#!spells/Level3/Water Whip.md
no ritual,Wizard*,Aether*,level 4,level4,lv4,lvl4;Arcane Eye;4;Divination (Scrying);Aether;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Cleric (Arcana), Cleric (Knowledge), Warlock (Seeker), Wizard;#!spells/Level4/Arcane Eye.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 4,level4,lv4,lvl4;Arcane Sanctum;4;Abjuration;Aether;10 minutes;;;24 hours;V, S, M (a handful of peridot dust, which the spell consumes, or a thin sheet of lead);Warlock (Seeker), Warlock (Void), Wizard;#!spells/Level4/Arcane Sanctum.md
no ritual,Cleric*,Paladin*,Warlock*,Wizard*,Water*,level 4,level4,lv4,lvl4;Banishment;4;Abjuration;Water;1 action;Concentration;;Concentration, up to 1 minute;V, S, M (an item distasteful to the target);Cleric, Paladin, Paladin (Crown), Paladin (Vengeance), Warlock, Wizard;#!spells/Level4/Banishment.md
no ritual,Wizard*,Earth*,level 4,level4,lv4,lvl4;Black Tentacles;4;Conjuration (Creation);Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Warlock (Great Old One), Wizard;#!spells/Level4/Black Tentacles.md
no conc,no concentration,no ritual,Druid*,Warlock*,Wizard*,Death*,level 4,level4,lv4,lvl4;Blight;4;Necromancy (Black);Death;1 action;;;Instantaneous;V, S;Cleric (Blood), Cleric (Death), Cleric (Grave), Druid, Druid (Desert), Druid (Spores), Paladin (Conquest), Paladin (Oathbreaker), Warlock, Wizard;#!spells/Level4/Blight.md
no conc,no concentration,no ritual,Bard*,Druid*,Warlock*,Wizard*,Fire*,level 4,level4,lv4,lvl4;Charm Monster;4;Enchantment (Charm);Fire;1 action;;;1 hour;V, S;Bard, Druid, Warlock, Wizard;#!spells/Level4/Charm Monster.md
no conc,no concentration,no ritual,Wizard*,Water*,level 4,level4,lv4,lvl4;Cone of Cold;4;Evocation;Water;1 action;;;Instantaneous;V, S, F;Druid (Arctic), Wizard;#!spells/Level4/Cone of Cold.md
no ritual,Bard*,Druid*,Wizard*,Darkness*,level 4,level4,lv4,lvl4;Confusion;4;Enchantment (Compulsion);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Bard, Cleric (Knowledge), Druid, Druid (Spores), Paladin (Oathbreaker), Warlock (Great Old One), Wizard, Paladin (Treachery);#!spells/Level4/Confusion.md
no conc,no concentration,Warlock*,Wizard*,Aether*,level 4,level4,lv4,lvl4;Conjure Remote Access Software;4;Conjuration (Creation);Aether;1 action;;Ritual;10 minutes;V, S;Warlock, Wizard, Warlock (Ghost in the Machine);#!spells/Level4/Conjure Remote Access Software.md
no conc,no concentration,no ritual,Cleric*,Druid*,Wizard*,Water*,level 4,level4,lv4,lvl4;Control Water;4;Transmutation;Water;1 action;;;10 minutes;V, S, F;Cleric, Cleric (Tempest), Druid, Druid (Coast), Warlock (Archfey), Wizard;#!spells/Level4/Control Water.md
no conc,no concentration,no ritual,Wizard*,Death*,level 4,level4,lv4,lvl4;Corpse Explosion;4;Necromancy (Black);Death;1 action;;;Instantaneous;V, S, F;Cleric (Death), Warlock (Undying), Wizard;#!spells/Level4/Corpse Explosion.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*,Aether*,level 4,level4,lv4,lvl4;Dimension Door;4;Conjuration (Teleportation);Aether;1 action;;;Instantaneous;V;Bard, Cleric (Trickery), Paladin (Vengeance), Warlock, Wizard;#!spells/Level4/Dimension Door.md
no ritual,Druid*,Warlock*,Wizard*,Fire*,level 4,level4,lv4,lvl4;Elemental Bane;4;Transmutation;Fire;1 action;Concentration;;1 minute;V, S;Druid, Warlock, Wizard;#!spells/Level4/Elemental Bane.md
no ritual,Wizard*,Aether*,level 4,level4,lv4,lvl4;Enclosing Sphere;4;Evocation;Aether;1 action;Concentration;;Concentration, up to 1 minute;V, S, F, M (a prasiolite);Wizard, Cleric (Protection), Paladin (Redemption);#!spells/Level4/Enclosing Sphere.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 4,level4,lv4,lvl4;Ethereal Guardian;4;Conjuration (Summoning);Aether;10 minutes;;;8 hours;V, S, M (emerald dust worth at least 500 gp, which the spell consumes);Wizard;#!spells/Level4/Ethereal Guardian.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 4,level4,lv4,lvl4;Ethereal Storage;4;Conjuration (Teleportation);Aether;1 action;;;Instantaneous;V, S, M (an exquisite chest, 3 feet by 2 feet by 2 feet, constructed from rare materials worth at least 5,000 gp, and a Tiny replica made from the same materials worth at least 50 gp);Cleric (Arcana), Wizard;#!spells/Level4/Ethereal Storage.md
no conc,no concentration,no ritual,Wizard*,Earth*,level 4,level4,lv4,lvl4;Fabricate;4;Transmutation;Earth;10 minutes;;;Instantaneous;V, S;Wizard, Cleric (Forge);#!spells/Level4/Fabricate.md
no conc,no concentration,no ritual,Wizard*,Fire*,level 4,level4,lv4,lvl4;Flame Shield;4;Evocation;Fire;1 action;;;10 minutes;V, S, F;Warlock (Aeonian Flame), Warlock (Fiend), Wizard, Cleric (Zeal);#!spells/Level4/Flame Shield.md
no ritual,Bard*,Wizard*,Darkness*,level 4,level4,lv4,lvl4;Greater Invisibility;4;Illusion (Glamer);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S;Bard, Druid (Subterra), Warlock (Archfey), Warlock (Void), Wizard, Paladin (Treachery);#!spells/Level4/Greater Invisibility.md
no conc,no concentration,no ritual,Druid*,Wizard*,Water*,level 4,level4,lv4,lvl4;Hailstorm;4;Evocation;Water;1 action;;;Instantaneous;V, S, F;Cleric (Tempest), Druid, Druid (Arctic), Paladin (Ancients), Wizard;#!spells/Level4/Hailstorm.md
no conc,no concentration,no ritual,Bard*,Druid*,Warlock*,Wizard*,Light*,level 4,level4,lv4,lvl4;Hallucinatory Terrain;4;Illusion (Glamer);Light;10 minutes;;;24 hours;V, S, F;Bard, Druid, Druid (Desert), Warlock, Wizard;#!spells/Level4/Hallucinatory Terrain.md
no ritual,Bard*,Cleric*,Druid*,Paladin*,Ranger*,Wizard*,Water*,level 4,level4,lv4,lvl4;Locate Creature;4;Divination;Water;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Bard, Cleric, Cleric (City), Cleric (Obedience), Druid, Druid (Swamp), Paladin, Ranger, Warlock (Seeker), Wizard;#!spells/Level4/Locate Creature.md
no ritual,Wizard*,Darkness*,level 4,level4,lv4,lvl4;Phantasmal Killer;4;Illusion (Phantasm);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S;Warlock (Great Old One), Wizard;#!spells/Level4/Phantasmal Killer.md
no ritual,Bard*,Druid*,Warlock*,Wizard*,Aether*,level 4,level4,lv4,lvl4;Polymorph;4;Transmutation;Aether;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Bard, Cleric (Trickery), Druid, Warlock, Wizard;#!spells/Level4/Polymorph.md
no ritual,Warlock*,Wizard*,Death*,level 4,level4,lv4,lvl4;Sickening Radiance;4;Evocation;Death;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Warlock, Wizard;#!spells/Level4/Sickening Radiance.md
no conc,no concentration,no ritual,Wizard*,Air*,level 4,level4,lv4,lvl4;Slashing Cyclone;4;Evocation;Air;1 action;;;Instantaneous;V, S;Wizard;#!spells/Level4/Slashing Cyclone.md
no conc,no concentration,no ritual,Cleric*,Druid*,Wizard*,Earth*,level 4,level4,lv4,lvl4;Stone Shape;4;Transmutation;Earth;1 action;;;Instantaneous;V, S, F;Cleric, Druid, Druid (Mountain), Druid (Subterra), Wizard;#!spells/Level4/Stone Shape.md
no conc,no concentration,no ritual,Druid*,Ranger*,Wizard*,Earth*,level 4,level4,lv4,lvl4;Stoneskin;4;Abjuration;Earth;1 action;;;1 hour;V, S, M (a peridot worth 100 gp, which the spell consumes);Cleric (War), Druid, Druid (Mountain), Paladin (Ancients), Paladin (Redemption), Ranger, Warlock (Undying), Wizard;#!spells/Level4/Stoneskin.md
no ritual,Wizard*,Air*,level 4,level4,lv4,lvl4;Storm Sphere;4;Evocation;Air;1 action;Concentration;;Concentration, up to 1 minute;V, S;Wizard;#!spells/Level4/Storm Sphere.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Demonology*,level 4,level4,lv4,lvl4;Summon Greater Demons;4;Conjuration (Summoning);Demonology;1 action;;;1 hour;V, S, M (a drop of your blood or garnet dust worth at least 100 gp, which the spell consumes, or a doomstone worth at least 500 gp);Warlock, Wizard;#!spells/Level4/Summon Greater Demons.md
no conc,no concentration,no ritual,Druid*,Wizard*,Aether*,level 4,level4,lv4,lvl4;Summon Minor Elementals;4;Conjuration (Summoning);Aether;1 minute;;;1 hour;V, S, M (opal dust worth at least 25 gp, which the spell consumes, or a whole opal gemstone);Druid, Wizard;#!spells/Level4/Summon Minor Elementals.md
no ritual,Warlock*,Wizard*,Aether*,level 4,level4,lv4,lvl4;Synchronicity;4;Divination;Aether;1 action;Concentration;;Concentration, up to 1 hour;V, S;Warlock, Wizard, Cleric (City), Warlock (Ghost in the Machine);#!spells/Level4/Synchronicity.md
no ritual,Warlock*,Wizard*,Aether*,level 4,level4,lv4,lvl4;System Backdoor;4;Transmutation;Aether;1 minute;Concentration;;Concentration, up to 10 minutes;V, S, M (a computer-like device);Warlock, Wizard, Warlock (Ghost in the Machine);#!spells/Level4/System Backdoor.md
no conc,no concentration,no ritual,Wizard*,Earth*,level 4,level4,lv4,lvl4;Vitriolic Sphere;4;Conjuration (Creation);Earth;1 action;;;Instantaneous;V, S, F;Warlock (Fiend), Wizard;#!spells/Level4/Vitriolic Sphere.md
no ritual,Druid*,Wizard*,Fire*,level 4,level4,lv4,lvl4;Wall of Fire;4;Evocation;Fire;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Cleric (Forge), Druid, Warlock (Aeonian Flame), Warlock (Fiend), Wizard;#!spells/Level4/Wall of Fire.md
no ritual,Druid*,Wizard*,Water*,level 4,level4,lv4,lvl4;Watery Sphere;4;Conjuration (Creation);Water;1 action;Concentration;;Concentration, up to 1 minute;V, S, M (an aquamarine worth at least 100 gp);Druid, Wizard;#!spells/Level4/Watery Sphere.md
no ritual,Bard*,Wizard*,Aether*,level 5,level5,lv5,lvl5;Animate Objects;5;Transmutation;Aether;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Bard, Warlock (Seeker), Wizard, Cleric (Forge);#!spells/Level5/Animate Objects.md
